1	0.004233378	88.79924166
1	0.00015095	-46.20683423
1	0.012592536	-96.36017682
1	0.003020997	33.6096426
1	0.002434929	-85.85241537
1	0.00217806	2.253196395
1	0.01081608	93.43904055
1	0.008191971	-123.2170658
1	0.000785541	89.1771057
1	0.002617196	51.58563903
1	0.00355134	126.4145118
1	0.001215326	160.0383838
1	0.005810235	-13.85011291
1	0.01080379	58.76127073
1	0.002935692	89.24477935
1	0.002095272	-155.1332649
1	0.004389992	-175.306747
1	0.005080813	-87.36049332
1	0.001568088	92.5199747
1	0.001794283	-51.45556294
1	0.009702704	-152.5812233
1	0.00565809	-127.6993965
1	0.008215501	-95.55528887
1	0.003313475	34.98613124
1	0.001589467	-52.81539799
1	0.002071509	90.56886353
1	0.002256363	167.3141747
1	0.0045921	-91.23011113
1	0.002655167	82.62638321
1	0.005702302	-11.96763464
1	0.000705713	22.86221776
1	0.003003053	100.7472869
1	0.008678063	-99.35445027
1	0.00121209	73.4371873
1	0.004143075	166.5709034
1	0.001756205	-152.7073708
1	0.000826026	-6.304267742
1	0.003882375	8.726936475
1	0.011063107	76.37421156
1	0.004845523	-105.6333091
1	0.000262501	38.36191678
1	0.002031528	-167.1665625
1	0.005111755	11.04750204
1	0.004035224	170.3634851
1	0.002281319	-4.520843946
1	0.008778747	-172.455756
1	0.005544022	-119.2593144
1	0.007506485	76.39684576
1	0.001111035	-140.9545376
1	0.000185082	-81.27400198
1	0.00912725	70.23470141
1	0.002271828	-48.57221662
1	0.022794856	-107.8136965
1	0.001093339	97.88859631
1	0.006403713	143.288454
1	0.001404487	-27.98967484
1	0.020667776	76.98518001
1	0.002910256	-86.93702684
1	0.000637156	-123.406175
1	0.007304491	-6.855740515
1	0.003815221	131.0065719
1	0.00031373	156.5271709
1	0.005278555	-74.53134095
1	0.001996083	84.26352167
1	0.002085492	54.62281245
1	0.000119082	6.263225742
1	0.007927019	-117.8640992
1	0.005992762	-70.38789452
1	0.001451409	-1.618526975
1	0.001539799	-2.481419513
1	0.008005497	-126.2330466
1	0.001751752	57.28197684
1	0.001507259	-150.2345588
1	0.000587279	-123.6881363
1	0.000279524	73.56414013
2	0.002793703	84.36269911
2	0.006406705	166.1252836
2	0.003439206	-140.3909112
2	0.006166227	84.73163836
2	0.00996233	-7.709161529
2	0.002470419	58.24533794
2	0.003471959	-131.4820082
2	0.009398855	-120.3560009
2	0.004999775	75.06416079
2	0.002533329	158.4986107
2	0.003973987	-168.2584737
2	0.00432831	24.56796242
2	0.009258136	11.41808206
2	0.00651812	-34.91509939
2	0.009161242	-117.0433369
2	0.002501311	28.13437648
2	0.006597144	170.7912413
2	0.008169956	-1.8566552
2	0.008810798	-179.0547912
2	0.005765297	4.71446855
2	0.002125177	130.1657168
2	0.013439341	69.38049388
2	0.008291334	10.28474792
2	0.002750782	-169.7034498
2	0.003093244	-32.64873386
2	0.006445355	100.8876914
2	0.001331202	81.99877766
2	0.016119696	-83.87740445
2	0.002341922	77.55557802
2	0.002897323	-127.1466639
2	0.00237833	17.56290032
2	0.01584807	91.24024177
2	0.006309307	-107.4224816
2	0.001037042	-19.19681331
2	0.004426467	1.088483788
2	0.00696052	-168.1432503
2	0.00082889	-21.53292977
2	0.007118342	-70.84554965
2	0.005344306	48.92212508
2	0.00366648	146.573271
2	0.000875871	-62.05100243
2	0.004229189	168.2329958
2	0.010636135	-5.948816806
2	0.003006683	155.7981382
2	0.001698306	-19.50970612
2	0.007790704	-163.3604957
2	0.006255928	138.7203814
2	0.005712647	-61.25450102
2	0.003912848	113.0470503
2	0.000367269	-127.5489452
2	0.003158241	65.0315522
2	0.003156823	166.7067786
2	0.007049536	-119.3257434
2	0.003241022	60.36203074
2	0.007095242	-4.422067884
2	0.001566786	-3.942483604
2	0.004841012	76.75978806
2	0.00875097	-127.0852967
2	0.001562903	40.59820458
2	0.003702673	-129.4942555
2	0.004969308	160.1158359
2	0.001416467	-27.30654322
2	0.007682041	-27.58157451
2	0.006666215	26.69437826
2	0.005575275	-141.3791615
2	0.000404336	-49.38304536
2	0.012668668	147.0012049
2	0.010908303	-29.67458687
2	0.005939657	147.9665256
2	0.002238338	-15.90536782
2	0.012176176	145.0312243
2	0.008509088	82.5872109
2	0.007423411	29.64270465
2	0.001341187	113.9926631
2	0.000536467	-117.1772193
